id;gender;ssc_pct;ssc_board;hsc_pct;hsc_board;hsc_stream;degree_pct;degree_type;work_exp;emptest_pct;stream;mba_pct;predictecd_prob
22521;Male;67.0;State Board;67.0;State Board;Commerce;7.3;Commerce & Mgmt;Yes;59.0;Finance;69.72;0
22522;Male;74.83;Central Board;79.98;State Board;Commerce;64.39;Commerce & Mgmt;Yes;95.25;Finance;58.85;1
22523;Male;85.01;Central Board;60.0;State Board;Science;73.44;Science & Tech;Yes;60.0;Finance;61.29;0
22524;Male;58.34;State Board;66.04;State Board;Arts;66.52;Commerce & Mgmt;No;50.41;HR;55.9;0
22525;Female;45.71;Central Board;59.0;Central Board;Arts;63.36;Commerce & Mgmt;No;72.85;Finance;61.0;0
22526;Male;58.0;State Board;60.58;State Board;Commerce;59.75;Commerce & Mgmt;No;59.71;HR;53.51;0
22527;Female;46.0;State Board;49.2;State Board;Commerce;79.0;;No;74.28;Finance;53.29;0
22528;Female;86.5;State Board;64.2;State Board;Science;67.4;Science & Tech;No;59.0;Finance;59.69;0
22529;Male;52.0;Central Board;60.05;Central Board;Arts;50.13;Commerce & Mgmt;No;67.0;HR;64.91;0
22530;Female;73.96;State Board;79.0;State Board;Commerce;67.0;Commerce & Mgmt;No;72.15;Finance;63.08;0
22531;Male;52.0;State Board;50.0;State Board;Arts;61.0;Commerce & Mgmt;No;60.0;Finance;58.52;0
22532;Male;84.0;State Board;79.0;State Board;Science;68.0;Science & Tech;Yes;84.0;Finance;66.69;0
22533;Male;70.11;State Board;59.17;State Board;Science;65.53;Science & Tech;Yes;59.48;Finance;;0
22534;Male;64.6;Central Board;83.83;;Commerce;71.72;Commerce & Mgmt;No;86.0;Finance;59.75;0
22535;Male;69.83;State Board;60.29;Central Board;Science;74.83;Commerce & Mgmt;No;77.66;Finance;59.98;1
22536;Female;72.51;State Board;72.01;State Board;Commerce;73.0;Commerce & Mgmt;;;Finance;68.01;0
22537;Male;64.21;State Board;53.48;State Board;Science;67.37;Science & Tech;;69.85;HR;69.65;0
22538;Male;66.21;State Board;54.81;State Board;Science;67.7;Science & Tech;No;71.51;HR;68.82;0
22539;Female;73.98;Central Board;55.05;State Board;Commerce;57.02;Commerce & Mgmt;No;97.69;Finance;;0
22540;Male;67.82;State Board;61.98;State Board;Science;67.03;Science & Tech;Yes;58.01;Finance;75.79;0
22541;Female;67.0;Central Board;53.0;Central Board;Science;65.0;Science & Tech;No;64.0;HR;58.32;0
22542;Female;74.0;State Board;63.16;State Board;Commerce;;Commerce & Mgmt;Yes;65.0;HR;69.76;0
22543;Male;51.92;Central Board;63.0;State Board;Science;65.25;Science & Tech;Yes;86.25;HR;56.01;0
22544;Male;67.0;State Board;63.0;Central Board;Commerce;72.0;Commerce & Mgmt;No;56.0;HR;60.41;1
22545;Male;63.76;Central Board;70.51;Central Board;Science;59.76;Commerce & Mgmt;No;74.36;Finance;51.61;0
22546;Male;88.57;State Board;66.12;State Board;Science;70.83;Science & Tech;No;72.2;HR;62.74;0
22547;Male;60.37;Central Board;67.7;Central Board;Commerce;63.94;Commerce & Mgmt;Yes;83.56;Finance;65.1;1
22548;Female;74.0;State Board;66.0;State Board;Commerce;58.0;Commerce & Mgmt;No;70.0;HR;60.23;0
22549;Female;408.9;State Board;45.83;State Board;Commerce;53.0;Commerce & Mgmt;No;71.2;HR;65.49;0
22550;Female;89.37;Central Board;71.63;Central Board;Science;78.07;Other Degree;No;82.21;HR;70.14;0
22551;Male;63.14;State Board;61.86;State Board;Science;64.86;Science & Tech;No;87.86;HR;61.48;0
22552;Female;88.42;State Board;56.54;State Board;Science;67.82;Science & Tech;No;56.83;Finance;57.37;0
22553;Male;63.56;Central Board;49.73;Central Board;Commerce;50.35;Commerce & Mgmt;;77.17;HR;53.46;0
22554;Male;84.0;State Board;90.9;State Board;Science;64.5;Science & Tech;No;86.04;Finance;59.42;0
22555;Male;64.31;State Board;72.32;State Board;Commerce;59.7;Commerce & Mgmt;No;67.67;Finance;71.71;1
22556;Male;70.0;Central Board;74.0;Central Board;Commerce;65.0;Commerce & Mgmt;No;83.0;Finance;62.28;1
22557;Male;71.52;Central Board;;Central Board;Commerce;58.16;Commerce & Mgmt;No;85.28;Finance;61.28;1
22558;Female;69.44;Central Board;73.44;Central Board;Commerce;65.15;Commerce & Mgmt;No;71.31;Finance;56.45;0
22559;Female;63.4;State Board;67.2;;Commerce;60.0;Commerce & Mgmt;No;58.06;HR;69.28;0
22560;Female;77.29;State Board;60.12;State Board;Commerce;66.82;Commerce & Mgmt;Yes;57.35;Finance;59.77;0
22561;Female;76.79;Central Board;64.41;Central Board;Science;71.97;Science & Tech;No;58.32;HR;66.24;0
22562;Female;82.41;State Board;59.29;State Board;Science;74.65;Science & Tech;Yes;72.84;Finance;72.3;0
22563;Female;88.34;Central Board;74.41;Central Board;Science;76.97;Other Degree;No;79.94;HR;70.97;1
22564;Female;68.64;State Board;65.97;State Board;Science;67.25;Commerce & Mgmt;No;86.03;Finance;57.41;0
22565;Male;56.0;Central Board;52.0;Central Board;Science;52.0;Science & Tech;No;66.0;HR;59.43;0
22566;Female;44.5;Central Board;52.75;Central Board;Commerce;58.0;Commerce & Mgmt;Yes;58.25;HR;57.22;0
22567;Female;78.6;Central Board;77.62;State Board;Commerce;80.12;;No;60.0;Finance;66.94;0
22568;Male;61.96;State Board;;State Board;Science;65.0;Science & Tech;Yes;68.59;Finance;57.79;0
22569;Female;73.0;Central Board;97.0;State Board;Commerce;79.0;Commerce & Mgmt;;89.0;Finance;70.81;0
22570;Male;85.1;State Board;81.47;State Board;Science;66.9;Science & Tech;Yes;83.18;Finance;65.5;0
22571;Female;83.84;State Board;89.83;State Board;Commerce;77.2;;Yes;78.74;Finance;76.18;0
22572;Male;61.41;State Board;49.82;State Board;Science;54.15;Science & Tech;No;70.81;Finance;65.7;0
22573;Male;63.92;State Board;80.38;State Board;Science;64.7;Science & Tech;Yes;68.77;Finance;57.12;0
22574;Male;60.16;State Board;85.37;State Board;Science;65.0;Science & Tech;Yes;68.23;Finance;57.91;0
22575;Male;59.6;Central Board;51.0;Central Board;Science;60.0;Other Degree;No;75.0;HR;59.08;0
22576;Male;50.26;State Board;67.81;State Board;Arts;57.58;Science & Tech;Yes;1131.08;Finance;57.75;0
22577;Male;53.62;Central Board;48.19;State Board;Commerce;58.0;Commerce & Mgmt;No;62.81;HR;61.32;0
22578;Male;63.0;State Board;67.0;State Board;Commerce;66.0;Commerce & Mgmt;No;68.0;HR;57.69;0
22579;Female;75.13;State Board;66.23;State Board;Commerce;58.23;Commerce & Mgmt;No;69.32;HR;61.23;0
22580;Female;73.51;State Board;56.97;State Board;Science;64.46;Commerce & Mgmt;No;52.77;HR;56.07;0
22581;Female;76.56;State Board;53.55;State Board;Science;66.89;Commerce & Mgmt;No;52.54;HR;55.64;0
22582;Male;46.3;State Board;;Central Board;Science;68.61;Science & Tech;;65.7;Finance;51.45;0
22583;Female;59.18;Central Board;76.57;Central Board;Arts;73.88;Commerce & Mgmt;No;50.03;HR;58.37;0
22584;Male;48.23;State Board;40.54;Central Board;Science;75.02;Other Degree;No;61.46;Finance;51.43;0
22585;Male;63.67;Central Board;44.22;Central Board;Arts;50.15;Commerce & Mgmt;No;76.7;HR;52.1;0
22586;Female;47.0;Central Board;55.0;State Board;Science;65.0;Commerce & Mgmt;No;62.0;HR;65.04;0
22587;Female;60.23;Central Board;69.0;Central Board;Science;66.0;Commerce & Mgmt;No;72.0;Finance;59.47;0
22588;Male;59.94;Central Board;6.27;Central Board;Commerce;64.84;Commerce & Mgmt;Yes;85.67;Finance;63.51;0
22589;Female;87.82;State Board;58.92;State Board;Science;67.69;Science & Tech;No;57.51;Finance;58.09;0
22590;Female;59.65;Central Board;82.35;Central Board;Commerce;65.52;Commerce & Mgmt;No;50.47;HR;62.34;0
22591;Male;52.0;;55.0;State Board;Commerce;56.3;Commerce & Mgmt;No;59.0;Finance;;0
22592;Female;41.05;State Board;59.64;State Board;Arts;55.36;Commerce & Mgmt;Yes;53.22;HR;68.74;0
22593;Female;73.01;State Board;63.0;State Board;Science;66.0;Commerce & Mgmt;No;89.0;Finance;60.5;0
22594;Male;52.29;Central Board;63.38;State Board;Science;65.0;Science & Tech;Yes;86.0;HR;55.48;0
22595;Female;73.68;State Board;5.66;State Board;Science;63.95;Commerce & Mgmt;No;52.47;HR;55.81;0
22596;Male;58.0;State Board;60.0;State Board;Science;72.0;Science & Tech;No;74.0;Finance;53.62;0
22597;Female;74.05;State Board;58.64;State Board;Commerce;73.21;Commerce & Mgmt;Yes;66.16;HR;60.89;0
22598;Male;63.0;Central Board;;Central Board;Commerce;64.03;Commerce & Mgmt;Yes;57.38;Finance;62.59;1
22599;Male;59.6;Central Board;51.0;Central Board;Science;60.0;Other Degree;No;75.0;HR;59.08;0
22600;Female;54.95;Central Board;59.98;State Board;Commerce;79.19;Commerce & Mgmt;No;67.93;HR;72.48;0
22601;Male;;State Board;60.93;State Board;Commerce;61.07;Commerce & Mgmt;No;57.67;HR;54.04;0
22602;Male;84.0;State Board;97.32;State Board;Science;61.58;Science & Tech;No;87.74;Finance;53.35;0
22603;Male;58.0;Central Board;61.0;Central Board;Commerce;60.0;Commerce & Mgmt;Yes;;HR;60.85;1
22604;Male;58.33;Central Board;61.84;Central Board;Commerce;64.81;Commerce & Mgmt;No;52.7;Finance;54.52;0
22605;Male;57.12;Central Board;65.9;State Board;Science;65.5;Commerce & Mgmt;No;69.31;HR;52.32;0
22606;Male;74.03;State Board;59.03;State Board;Commerce;73.22;Commerce & Mgmt;Yes;60.2;HR;56.69;0
22607;Male;78.56;State Board;74.89;State Board;Commerce;67.82;Commerce & Mgmt;Yes;74.12;Finance;64.84;1
22608;Male;;State Board;61.0;State Board;Science;62.0;Science & Tech;No;89.0;Finance;65.45;0
22609;Female;63.3;Central Board;78.33;State Board;Commerce;74.0;Commerce & Mgmt;No;80.0;Finance;74.56;0
22610;Male;56.38;State Board;60.46;State Board;Commerce;58.84;Commerce & Mgmt;No;55.84;HR;52.39;0
22611;Male;75.31;State Board;57.3;State Board;Arts;64.1;Commerce & Mgmt;No;89.85;Finance;51.48;0
22612;Male;51.73;Central Board;63.0;State Board;Science;64.97;Science & Tech;Yes;86.03;HR;56.12;0
22613;Male;79.98;State Board;69.81;State Board;Science;71.69;Science & Tech;No;87.32;HR;70.76;0
22614;Male;5.4;State Board;62.0;State Board;Commerce;70.76;Commerce & Mgmt;;65.84;Finance;67.67;1
22615;Male;81.65;Central Board;72.81;Central Board;Science;79.45;Science & Tech;Yes;81.64;HR;77.59;1
22616;Male;;State Board;73.99;State Board;Science;76.71;Science & Tech;No;84.48;Finance;69.0;1
22617;Female;68.45;Central Board;70.37;Central Board;Commerce;65.09;Other Degree;No;89.25;HR;73.74;0
22618;Female;85.41;State Board;73.24;State Board;Science;67.94;Science & Tech;Yes;61.37;HR;61.06;0
22619;Male;62.32;Central Board;72.63;Central Board;Commerce;65.32;Commerce & Mgmt;No;66.53;Finance;55.54;0
22620;Male;62.0;State Board;51.0;State Board;Science;52.0;;No;68.44;HR;62.77;0
22621;Female;;Central Board;73.92;Central Board;Commerce;65.18;Commerce & Mgmt;No;69.19;Finance;58.01;0
22622;Male;47.09;Central Board;90.15;State Board;Commerce;64.38;Science & Tech;No;50.0;Finance;57.38;0
22623;Female;66.82;Central Board;97.13;State Board;Commerce;;Commerce & Mgmt;Yes;95.18;Finance;68.95;1
22624;Female;86.5;State Board;64.2;State Board;Science;;Science & Tech;No;59.0;Finance;59.69;0
22625;Male;77.06;State Board;64.44;State Board;Arts;73.35;Commerce & Mgmt;No;84.61;Finance;57.12;1
22626;Male;;State Board;73.12;State Board;Science;63.36;Commerce & Mgmt;No;75.01;HR;55.03;0
22627;Male;50.47;State Board;53.47;State Board;Science;63.5;Science & Tech;No;60.53;HR;58.46;0
22628;Male;80.18;State Board;73.14;State Board;Commerce;74.95;Commerce & Mgmt;No;60.77;Finance;58.52;1
22629;Male;50.05;State Board;44.18;State Board;Science;54.89;Commerce & Mgmt;No;97.31;HR;55.7;0
22630;Male;64.06;Central Board;60.44;Central Board;Commerce;68.21;Commerce & Mgmt;Yes;93.4;Finance;59.36;0
22631;Male;74.0;Central Board;;Central Board;Science;72.0;Commerce & Mgmt;Yes;60.0;Finance;57.24;0
22632;Male;57.52;State Board;38.44;State Board;Science;59.78;Commerce & Mgmt;No;73.31;HR;57.74;0
22633;Female;81.53;State Board;63.51;State Board;Science;72.18;Science & Tech;Yes;96.08;Finance;72.3;0
22634;Male;82.9;State Board;61.19;State Board;Science;61.47;Science & Tech;No;88.42;Finance;65.81;0
22635;Male;84.78;;86.77;State Board;Arts;75.59;Commerce & Mgmt;Yes;62.58;Finance;69.09;1
22636;Female;84.0;State Board;75.03;State Board;Science;69.04;Science & Tech;Yes;62.01;HR;62.36;0
22637;Female;64.65;Central Board;45.18;Central Board;Science;;Science & Tech;No;66.13;HR;56.92;0
22638;Male;72.54;;63.0;Central Board;Science;67.69;Science & Tech;No;62.36;HR;58.62;0
22639;Male;61.0;Central Board;82.0;Central Board;Commerce;;Commerce & Mgmt;No;84.0;Finance;58.31;0
22640;Male;63.42;Central Board;68.67;Central Board;Commerce;66.18;Commerce & Mgmt;Yes;58.74;Finance;63.6;1
22641;Female;77.8;Central Board;64.0;Central Board;Science;64.2;Science & Tech;No;75.5;HR;72.14;0
22642;Female;78.04;State Board;59.57;State Board;Science;64.56;Science & Tech;Yes;92.43;Finance;64.07;0
22643;Female;4.89;Central Board;77.27;Central Board;Commerce;68.88;Science & Tech;No;82.27;HR;74.8;0
22644;Male;58.0;State Board;60.86;State Board;Commerce;60.57;Commerce & Mgmt;No;58.59;HR;53.79;0
22645;Female;66.31;Central Board;76.96;Central Board;Commerce;69.65;Commerce & Mgmt;Yes;68.08;Finance;67.42;0
22646;Female;;Central Board;56.79;Central Board;Arts;67.31;Commerce & Mgmt;No;77.45;Finance;63.31;0
22647;Male;52.0;Central Board;57.0;Central Board;Commerce;50.8;Commerce & Mgmt;No;67.0;HR;62.79;0
22648;Male;59.29;State Board;40.48;State Board;Science;60.13;Commerce & Mgmt;No;74.29;HR;59.25;0
22649;Male;68.81;Central Board;72.42;Central Board;Commerce;61.83;Commerce & Mgmt;No;82.21;Finance;60.88;1
22650;Male;74.0;State Board;59.0;State Board;Commerce;73.0;Commerce & Mgmt;Yes;60.0;HR;;0
22651;Male;73.0;Central Board;79.0;Central Board;Commerce;72.0;Commerce & Mgmt;No;91.34;Finance;61.29;1
22652;Male;69.03;State Board;79.0;State Board;Commerce;60.09;Commerce & Mgmt;Yes;96.62;Finance;53.87;0
22653;Female;84.0;State Board;75.0;State Board;Science;69.0;Science & Tech;Yes;62.0;HR;62.36;0
22654;Female;69.84;Central Board;66.61;Central Board;Arts;74.36;Commerce & Mgmt;Yes;85.56;Finance;75.34;0
22655;Female;41.03;State Board;39.26;State Board;Arts;85.44;Commerce & Mgmt;No;74.54;Finance;52.99;0
22656;Male;65.2;Central Board;61.4;Central Board;Commerce;64.8;Commerce & Mgmt;Yes;93.4;Finance;57.34;0
22657;Male;55.21;Central Board;62.5;Central Board;Commerce;58.02;Commerce & Mgmt;No;67.0;HR;;0
22658;Male;62.67;State Board;63.67;State Board;Commerce;63.33;Commerce & Mgmt;No;70.34;Finance;57.18;0
22659;Male;73.0;;58.0;State Board;Commerce;56.0;Commerce & Mgmt;No;84.0;HR;52.64;0
22660;Female;64.1;Central Board;54.01;;Science;65.34;Science & Tech;No;64.0;HR;54.64;0
22661;Male;50.35;State Board;66.5;State Board;Arts;56.25;Science & Tech;Yes;71.99;Finance;60.84;0
22662;Female;44.66;Central Board;51.84;Central Board;Science;55.49;Commerce & Mgmt;Yes;60.0;HR;59.02;0
22663;Female;70.12;Central Board;96.42;State Board;Arts;79.12;Commerce & Mgmt;Yes;;Finance;68.18;0
22664;Male;83.71;State Board;58.81;State Board;Science;59.56;Science & Tech;No;86.08;Finance;;0
22665;Male;88.62;Central Board;73.35;Central Board;Science;;Science & Tech;Yes;75.43;HR;74.42;1
22666;Male;81.52;State Board;64.23;State Board;Science;70.07;Commerce & Mgmt;Yes;84.16;Finance;73.12;1
22667;Male;78.65;Central Board;73.59;Central Board;Science;80.02;Science & Tech;Yes;84.22;HR;77.69;1
22668;Male;54.0;State Board;47.0;State Board;Science;57.0;Commerce & Mgmt;No;89.69;HR;57.1;0
22669;Male;52.79;Central Board;66.09;State Board;Science;75.68;Science & Tech;No;58.44;Finance;54.64;0
22670;Male;65.02;Central Board;77.06;Central Board;Commerce;68.93;Commerce & Mgmt;No;60.15;HR;61.91;1
22671;Male;82.77;State Board;74.11;State Board;Science;65.83;Commerce & Mgmt;No;70.32;HR;57.69;0
22672;Male;71.0;State Board;79.0;State Board;Commerce;66.0;Commerce & Mgmt;Yes;94.0;;57.55;0
22673;Male;65.86;Central Board;68.86;State Board;Science;69.86;Commerce & Mgmt;No;54.76;HR;54.53;0
22674;Male;62.89;State Board;63.89;State Board;Commerce;63.11;Commerce & Mgmt;No;;Finance;57.23;0
22675;Male;65.6;State Board;43.73;State Board;Arts;55.94;Commerce & Mgmt;No;51.11;Finance;53.97;0
22676;Male;63.47;State Board;51.0;State Board;Science;;Other Degree;No;64.41;HR;65.03;0
22677;Female;77.0;Central Board;87.45;Central Board;Commerce;60.34;Commerce & Mgmt;No;72.92;Finance;70.67;0
22678;Male;65.04;Central Board;;Central Board;Commerce;68.85;Commerce & Mgmt;No;60.29;HR;62.01;1
22679;Male;67.73;Central Board;63.54;Central Board;Commerce;57.22;Commerce & Mgmt;No;93.4;Finance;52.85;0
22680;Female;79.27;State Board;76.4;State Board;Commerce;85.53;Commerce & Mgmt;No;95.8;Finance;68.97;0
22681;Male;82.46;Central Board;74.78;Central Board;Arts;54.91;Commerce & Mgmt;Yes;60.05;Finance;51.84;0
22682;Male;83.05;State Board;59.65;State Board;Science;60.5;Science & Tech;No;87.2;Finance;65.63;0
22683;Male;55.79;State Board;53.92;State Board;Science;78.45;Science & Tech;No;76.76;Finance;54.46;1
22684;Female;55.69;Central Board;67.69;Central Board;Commerce;64.69;Commerce & Mgmt;No;61.16;Finance;68.29;0
22685;Female;69.87;Central Board;73.87;Central Board;Commerce;65.29;Commerce & Mgmt;No;72.61;Finance;55.59;0
22686;Male;59.6;Central Board;51.0;Central Board;Science;60.0;Other Degree;No;75.0;HR;59.08;0
22687;Female;65.7;Central Board;61.93;Central Board;Commerce;73.22;Commerce & Mgmt;No;58.22;HR;64.54;0
22688;Male;62.3;Central Board;64.14;State Board;Commerce;58.84;Commerce & Mgmt;No;84.34;Finance;64.1;1
22689;Female;84.0;State Board;75.0;State Board;Science;69.0;Science & Tech;Yes;62.0;HR;62.36;0
22690;Male;65.47;Central Board;68.24;Central Board;Arts;63.53;Commerce & Mgmt;No;76.65;Finance;57.83;0
22691;Male;81.22;State Board;90.07;State Board;Commerce;85.45;Commerce & Mgmt;No;80.53;HR;72.39;0
22692;Male;67.62;State Board;62.5;State Board;Science;63.75;Science & Tech;No;60.0;Finance;61.77;0
22693;Female;72.0;Central Board;52.41;State Board;Science;69.0;Commerce & Mgmt;No;55.69;HR;72.12;0
22694;Female;49.3;Central Board;61.3;Central Board;Commerce;58.3;Commerce & Mgmt;No;50.49;Finance;59.01;0
22695;Female;52.0;State Board;49.75;State Board;Science;56.89;Science & Tech;No;67.0;HR;57.76;0
22696;Male;66.18;Central Board;61.13;Central Board;Commerce;64.71;Commerce & Mgmt;Yes;96.03;Finance;55.85;0
22697;Male;65.99;Central Board;57.01;Central Board;Science;58.0;Commerce & Mgmt;Yes;;Finance;52.48;0
22698;Male;49.0;State Board;59.0;State Board;Science;65.0;Science & Tech;Yes;86.0;Finance;;0
22699;Female;72.0;Central Board;55.67;State Board;Science;69.0;Commerce & Mgmt;No;55.61;HR;66.24;0
22700;Male;83.27;State Board;;State Board;Science;63.53;Science & Tech;No;93.63;Finance;61.89;0
22701;Female;40.89;State Board;45.83;State Board;Commerce;53.0;Commerce & Mgmt;No;71.2;HR;65.49;0
22702;Male;52.58;Central Board;46.11;State Board;Arts;56.26;Commerce & Mgmt;No;63.16;HR;60.56;0
22703;Male;89.32;State Board;83.52;State Board;Arts;71.13;Commerce & Mgmt;No;97.4;HR;66.01;0
22704;Female;76.57;State Board;56.12;State Board;Science;67.28;Science & Tech;Yes;76.48;Finance;67.95;0
22705;Female;60.23;Central Board;69.0;Central Board;Science;66.0;Commerce & Mgmt;No;72.0;Finance;59.47;0
22706;Male;88.95;State Board;92.2;State Board;Arts;68.0;Commerce & Mgmt;No;97.47;HR;60.43;0
22707;Female;55.22;State Board;63.95;State Board;Commerce;;Commerce & Mgmt;No;61.23;HR;59.35;0
22708;Male;56.0;Central Board;52.0;Central Board;Science;52.0;Science & Tech;No;66.0;HR;59.43;0
22709;Female;69.0;Central Board;;Central Board;Science;66.0;Science & Tech;No;75.0;HR;67.99;0
22710;Male;88.81;State Board;85.96;State Board;Commerce;68.77;Commerce & Mgmt;No;96.92;HR;60.73;0
22711;Male;64.26;State Board;60.61;Central Board;Science;73.56;Commerce & Mgmt;No;71.22;Finance;62.19;1
22712;Male;54.0;State Board;47.0;State Board;Science;57.0;Commerce & Mgmt;No;89.69;HR;57.1;0
22713;Male;67.9;State Board;62.0;State Board;Science;67.0;Science & Tech;Yes;58.1;Finance;75.71;0
22714;Female;87.27;State Board;64.75;State Board;Science;81.37;Commerce & Mgmt;Yes;87.07;Finance;73.31;0
22715;Male;77.9;Central Board;79.96;Central Board;Science;72.02;Science & Tech;;89.9;HR;68.02;1
22716;Male;682.0;State Board;62.0;State Board;Commerce;60.0;Commerce & Mgmt;Yes;63.0;HR;52.38;0
22717;Male;68.05;State Board;68.0;State Board;Science;64.0;Commerce & Mgmt;Yes;;HR;51.23;0
22718;Female;79.77;State Board;62.85;State Board;Commerce;63.38;;Yes;55.19;Finance;65.57;0
22719;Male;87.12;Central Board;73.8;Central Board;Science;64.88;Science & Tech;Yes;74.64;HR;72.52;1
22720;Female;74.0;State Board;73.0;State Board;Commerce;73.0;Commerce & Mgmt;Yes;80.0;Finance;67.69;0
22721;Male;67.51;State Board;62.49;State Board;Science;66.05;Science & Tech;No;60.0;Finance;61.85;0
22722;Female;48.94;State Board;52.0;State Board;Science;57.29;Science & Tech;No;67.76;HR;59.24;0
22723;Female;54.02;Central Board;82.95;State Board;Commerce;74.87;Commerce & Mgmt;No;80.0;Finance;77.12;0
22724;Male;67.23;Central Board;64.77;State Board;Science;62.64;Commerce & Mgmt;Yes;54.71;HR;58.13;0
22725;Female;43.92;State Board;58.08;State Board;Arts;54.21;Commerce & Mgmt;Yes;53.35;HR;64.9;0
22726;Female;60.25;Central Board;82.03;Central Board;Commerce;66.77;Commerce & Mgmt;No;50.63;HR;61.81;0
22727;Female;85.0;State Board;90.0;State Board;Commerce;82.0;Commerce & Mgmt;No;92.0;Finance;68.03;0
22728;Male;67.57;State Board;;State Board;Science;67.57;Science & Tech;No;75.56;HR;70.51;0
22729;Female;75.37;Central Board;94.15;Central Board;Arts;50.18;Commerce & Mgmt;No;56.18;Finance;71.1;0
22730;Male;62.0;Central Board;65.0;State Board;Commerce;60.0;Commerce & Mgmt;;84.0;Finance;64.15;1
22731;Male;57.69;State Board;53.38;State Board;Commerce;54.92;Commerce & Mgmt;No;61.12;Finance;64.57;0
22732;Male;84.61;State Board;79.9;State Board;Science;74.33;Science & Tech;Yes;79.88;Finance;62.3;0
22733;Male;58.89;Central Board;66.37;State Board;Science;64.42;Commerce & Mgmt;No;72.74;HR;51.62;0
22734;Male;76.5;State Board;97.7;State Board;Science;78.86;Science & Tech;No;97.4;Finance;74.01;1
22735;Male;81.7;State Board;63.0;State Board;Science;67.0;Commerce & Mgmt;Yes;86.0;Finance;70.2;1
22736;Female;63.88;Central Board;75.56;Central Board;Commerce;70.12;Commerce & Mgmt;Yes;72.56;Finance;66.72;0
22737;Male;89.25;State Board;66.55;State Board;Science;74.05;Science & Tech;No;74.67;HR;63.81;0
22738;Female;63.86;State Board;67.21;State Board;Commerce;59.78;Commerce & Mgmt;No;57.95;HR;;0
22739;Female;55.27;State Board;63.88;State Board;Commerce;61.2;Commerce & Mgmt;No;61.86;HR;57.06;0
22740;Male;62.0;State Board;51.0;State Board;Science;52.0;Other Degree;No;68.44;HR;62.77;0
22741;Male;65.0;Central Board;77.03;Central Board;Commerce;69.03;Commerce & Mgmt;;60.02;HR;61.85;1
22742;Male;85.35;Central Board;65.0;Central Board;Science;64.04;Science & Tech;Yes;90.59;HR;51.25;0
22743;Male;72.26;State Board;58.8;State Board;Commerce;65.17;Commerce & Mgmt;No;82.53;Finance;51.52;0
22744;Female;54.0;Central Board;77.6;State Board;Commerce;69.2;Commerce & Mgmt;No;95.65;Finance;66.94;0
22745;Male;83.83;Central Board;75.98;Central Board;Arts;53.88;Commerce & Mgmt;Yes;60.56;Finance;51.46;0
22746;Male;76.21;State Board;97.55;State Board;Science;80.99;Science & Tech;No;97.98;Finance;76.15;1
22747;Female;50.93;State Board;55.85;Central Board;Commerce;50.42;Commerce & Mgmt;Yes;80.82;Finance;68.18;0
22748;Female;77.0;Central Board;85.48;Central Board;Arts;54.45;Science & Tech;No;51.32;Finance;61.73;0
22749;Male;78.5;Central Board;65.5;Central Board;Science;67.0;Science & Tech;Yes;95.0;Finance;64.86;0
22750;Male;83.61;State Board;72.68;State Board;Science;65.71;Commerce & Mgmt;No;68.98;HR;57.72;0
22751;Male;59.98;Central Board;71.71;Central Board;Commerce;65.0;Commerce & Mgmt;No;;Finance;56.25;0
22752;Male;58.13;State Board;68.18;State Board;Arts;70.71;Commerce & Mgmt;Yes;50.39;Finance;77.37;1
22753;Male;61.08;State Board;50.0;State Board;Science;54.0;Science & Tech;;71.0;Finance;65.69;0
22754;Male;63.03;State Board;45.94;State Board;Commerce;54.88;Commerce & Mgmt;No;55.1;Finance;55.43;0
22755;Male;75.44;State Board;97.48;State Board;Science;79.19;Science & Tech;No;97.47;Finance;73.89;1
22756;Female;51.79;Central Board;63.79;Central Board;Commerce;60.79;Commerce & Mgmt;No;54.64;Finance;62.62;0
22757;Male;81.71;Central Board;72.78;Central Board;Science;874.96;Science & Tech;Yes;81.66;HR;77.63;1
22758;Female;78.78;Central Board;70.69;Central Board;Science;75.0;Commerce & Mgmt;Yes;68.6;Finance;64.76;0
22759;Male;82.22;State Board;59.52;State Board;Science;58.29;Science & Tech;;91.22;Finance;61.93;0
22760;Female;48.0;Central Board;51.0;Central Board;Commerce;58.0;Commerce & Mgmt;Yes;60.0;HR;58.79;0
22761;Male;67.0;State Board;816.0;State Board;Commerce;64.0;Commerce & Mgmt;Yes;;HR;53.49;0
22762;Male;;State Board;62.44;State Board;Commerce;59.56;Commerce & Mgmt;Yes;65.19;HR;51.7;0
22763;Male;83.0;State Board;74.0;State Board;Science;66.0;Commerce & Mgmt;No;68.92;HR;58.46;0
22764;Female;45.91;State Board;3.45;State Board;Commerce;80.39;Commerce & Mgmt;No;73.94;Finance;52.52;0
22765;Female;70.83;Central Board;41.12;Central Board;Commerce;72.99;Science & Tech;No;81.94;HR;58.5;0
22766;Female;73.24;State Board;62.84;State Board;Commerce;;Commerce & Mgmt;Yes;67.66;HR;70.99;0
22767;Female;65.2;Central Board;57.99;Central Board;Commerce;73.0;Commerce & Mgmt;;57.2;HR;60.06;0
22768;Female;6.65;Central Board;66.8;Central Board;Arts;69.3;Commerce & Mgmt;Yes;;Finance;71.0;0
22769;Male;66.36;Central Board;61.08;Central Board;Arts;64.69;Commerce & Mgmt;Yes;96.51;Finance;55.57;0
22770;Male;55.28;Central Board;62.02;State Board;Science;58.49;Commerce & Mgmt;;80.97;HR;57.77;0
